"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Bulkley","Sep","mean",10.12,4.02,17.52,1.36,945.06,82.66,6.67,0.22,358.73,3.14,64.71,NA,NA,NA,NA,52.62,NA
"Bulkley","Sep","max",20.33,12.03,30.95,18.4,963.48,100,14.12,0.94,89.8,7.98,184.36,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Sep","min",0.47,-5.67,5.95,0,919.27,45.55,-4.88,0,270.77,1.11,21.5,Inf,Inf,Inf,Inf,1.49,Inf
"Bulkley","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,4,480,480,480,480,30,480
"Bulkley","Oct","mean",4.36,-0.55,9.8,1.25,944.52,83.51,1.39,0.29,354.52,3.42,32.56,NA,NA,NA,NA,44.93,NA
"Bulkley","Oct","max",16.3,12.12,24.79,21.8,964.04,100,10.84,1.25,88.96,9.83,76.76,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Oct","min",-13.13,-19.49,-6.81,0,919.94,31.69,-14.64,0,271.02,0,7.48,Inf,Inf,Inf,Inf,0,Inf
"Bulkley","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,31,488,488,488,488,31,488
"Bulkley","Nov","mean",-1.23,-4.94,2.16,1.17,942.83,86.93,-3.31,0.35,350.06,3.3,15.57,NA,NA,NA,NA,36.75,NA
"Bulkley","Nov","max",14.13,8.79,18.94,21,965.4,100,6.85,1.67,89.44,7.79,42.28,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Nov","min",-28.41,-32.6,-21.37,0,917.32,46.27,-30.64,0,270.07,0,1.28,Inf,Inf,Inf,Inf,0,Inf
"Bulkley","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,30,450,450,450,450,30,450
"Bulkley","Dec","mean",-7.11,Inf,-Inf,0.52,944.26,87.12,-8.98,0.28,346.39,-Inf,8.4,NA,NA,NA,NA,22.37,NA
"Bulkley","Dec","max",7.79,Inf,11.76,22.2,969.24,100,3.1,1.51,89.6,8.53,21.13,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Bulkley","Dec","min",-34.06,-41.39,-Inf,0,916.73,53.21,-36.95,0,270.13,-Inf,1.59,Inf,Inf,Inf,Inf,0,Inf
"Bulkley","Dec","obs_na",9,0,0,9,9,9,9,9,9,0,40,465,465,465,465,40,465
"Canoe","Jan","mean",-9.01,Inf,-Inf,0.01,771.44,88.7,-10.77,4.74,346.13,-Inf,31.3,NA,NA,NA,NA,NA,NA
"Canoe","Jan","max",2.25,Inf,4.04,1.2,786.48,99.47,-1.45,17.13,89.84,30.21,84.62,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Jan","min",-32.57,-35.97,-Inf,0,750.13,15,-34.88,0,270.09,-Inf,6.65,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Jan","obs_na",62,0,0,62,63,62,62,93,93,0,62,314,314,314,314,314,314
"Canoe","Feb","mean",-11.74,Inf,-Inf,0.04,770.88,88.47,-13.36,3.96,350.39,-Inf,70.06,NA,NA,NA,NA,NA,NA
"Canoe","Feb","max",1.21,Inf,3.91,5.8,786.48,97.87,-1.39,15.45,88.5,26.51,149.88,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Feb","min",-30.22,-32.67,-Inf,0,752.46,37.2,-32.45,0,270.37,-Inf,8.89,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Feb","obs_na",56,0,0,56,56,56,56,84,84,0,56,282,282,282,282,282,282
"Canoe","Mar","mean",-7.51,Inf,-Inf,0.12,772.01,86.07,-9.74,5.16,345.1,-Inf,130.53,NA,NA,NA,NA,NA,NA
"Canoe","Mar","max",5.02,Inf,9.04,4.8,786.97,99.71,-0.78,15.84,86.82,27.68,326.48,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Mar","min",-23.63,-28.15,-Inf,0,755.65,30.5,-33.37,0,271.97,-Inf,38,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Mar","obs_na",62,0,0,62,62,62,62,93,93,0,62,320,320,320,320,320,320
"Canoe","Apr","mean",-4.31,Inf,-Inf,0.3,774.44,81.53,-7.32,5.25,351.37,-Inf,204.3,NA,NA,NA,NA,NA,NA
"Canoe","Apr","max",7.74,Inf,12.03,6.2,788.03,99.97,2.01,14.01,88.86,26.94,327.38,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Apr","min",-18.55,-22.99,-Inf,0,752.44,39.92,-20.97,0,270.96,-Inf,95.72,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Apr","obs_na",60,0,0,73,73,60,60,90,92,0,60,330,330,330,330,330,330
"Canoe","May","mean",1.77,Inf,-Inf,1.07,777.34,75.37,-2.68,4.51,351.3,-Inf,248.81,NA,NA,NA,NA,NA,NA
"Canoe","May","max",12.06,Inf,15.94,18.8,788.9,99.97,4.06,11.86,88.62,49.31,388.96,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","May","min",-7.76,-10.65,-Inf,0,762.82,37.74,-12.54,0,274.94,-Inf,37.49,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","May","obs_na",62,0,0,93,93,62,62,93,93,0,62,341,341,341,341,341,341
"Canoe","Jun","mean",5.06,Inf,-Inf,2.39,778.46,79.41,1.27,4.6,347.37,-Inf,232.65,NA,NA,NA,NA,NA,NA
"Canoe","Jun","max",24.55,Inf,28.94,22.8,791.35,100,9.09,12.89,85.82,29.23,415.93,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Jun","min",-2.45,-3.96,-Inf,0,767.67,28.77,-5.36,0,277.87,-Inf,56.72,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Jun","obs_na",60,0,0,90,90,60,60,90,90,0,60,330,330,330,330,330,330
"Canoe","Jul","mean",8.98,Inf,-Inf,2.22,782.12,73.09,3.81,4.4,348.92,-Inf,234.57,NA,NA,NA,NA,NA,NA
"Canoe","Jul","max",19.88,Inf,24.68,47.6,790.9,100,8.31,9.96,86.74,35.51,429.26,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Jul","min",0.32,-1.36,-Inf,0,769.15,36.91,-1.52,1.05,272.83,-Inf,51.82,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Jul","obs_na",65,0,0,96,96,65,65,88,97,0,65,341,341,341,341,341,341
"Canoe","Aug","mean",8.83,Inf,-Inf,1.9,782.14,72.8,3.72,4.43,350.46,-Inf,196.46,NA,NA,NA,NA,NA,NA
"Canoe","Aug","max",17.81,Inf,22.37,22,790.63,100,10.84,11.3,87.16,31.23,326.29,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Aug","min",0.02,-2.71,-Inf,0,771.5,34.17,-2.27,1.34,271.67,-Inf,36.66,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Aug","obs_na",62,0,0,93,93,62,62,62,124,0,62,341,341,341,341,341,341
"Canoe","Sep","mean",3.69,Inf,-Inf,2.02,779.84,81.61,0.42,5.25,349.22,-Inf,138.31,NA,NA,NA,NA,NA,NA
"Canoe","Sep","max",16.66,Inf,19.77,29,791.95,100,6.47,13.71,76.95,27.09,270.2,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Sep","min",-9.24,-10.58,-Inf,0,765.64,39.78,-11.96,0,274.49,-Inf,25.46,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Sep","obs_na",55,0,0,58,58,55,55,55,88,0,55,330,330,330,330,330,330
"Canoe","Oct","mean",-2.15,Inf,-Inf,0.62,775.68,86.73,-4.44,5.33,345.68,-Inf,78.22,NA,NA,NA,NA,NA,NA
"Canoe","Oct","max",10.73,Inf,14.51,31.01,791.07,100,4.21,15.53,82.3,30.99,185.66,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Oct","min",-17.93,-21.22,-Inf,0,754.87,29.87,-19.36,0,271.72,-Inf,21.61,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Oct","obs_na",31,0,0,31,32,31,31,31,62,0,31,341,341,341,341,341,341
"Canoe","Nov","mean",-7.54,Inf,-Inf,0.22,772.32,88.5,-9.46,5.58,347.48,-Inf,40.07,NA,NA,NA,NA,NA,NA
"Canoe","Nov","max",3.96,Inf,5.23,20.2,791.4,100,1.4,17.49,83.89,30.21,102.75,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Nov","min",-26.12,-30.97,-Inf,0,752.67,17.13,-28.37,0,272.36,-Inf,8.89,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Nov","obs_na",30,0,0,30,30,30,30,47,60,0,30,330,330,330,330,330,330
"Canoe","Dec","mean",-11.32,Inf,-Inf,0,769.85,87.86,-13.14,4.89,350.64,-Inf,25,NA,NA,NA,NA,NA,NA
"Canoe","Dec","max",3.29,Inf,5.95,0.4,793.62,98.85,-2.39,17.47,88.64,29.04,92.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Canoe","Dec","min",-32.41,-35.27,-Inf,0,748.41,30.98,-34.7,0,270.31,-Inf,0.6,Inf,Inf,Inf,Inf,Inf,Inf
"Canoe","Dec","obs_na",54,0,0,54,54,54,54,85,85,0,54,341,341,341,341,341,341
"Cassiar Mt","Jan","mean",-10.99,-13.45,-8.32,0.13,828.03,87.05,-12.84,0.54,350.68,5.46,17.18,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Jan","max",2.98,1.99,4.53,8.2,848.91,99.7,-0.34,7.11,88.79,27.09,70.71,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Jan","min",-29.82,-32.91,-26.14,0,803.25,50.91,-31.83,0,275.12,0,6.28,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,62
"Cassiar Mt","Feb","mean",-12.42,-15.11,-9.83,0.1,829.25,79.87,-15.41,0.76,3.05,7.9,50.74,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Feb","max",1.34,-1.16,2.93,3.2,848.14,97.43,-1.95,4.3,78.38,28.57,84.05,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Feb","min",-28.1,-29.25,-26.43,0,808.7,37.35,-30.1,0,271.13,0,11.65,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,56,56
"Cassiar Mt","Mar","mean",-12.27,-15.26,-8.83,0.16,828.78,84.6,-14.47,0.54,355.67,6.68,112.56,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Mar","max",0.36,-1.5,3.49,3.2,841.65,96.96,-3.15,2.53,86.69,16.88,198.95,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Mar","min",-28.7,-32.07,-25.21,0,814.95,49.08,-30.83,0,276.86,0,58.53,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,62
"Cassiar Mt","Apr","mean",-4.28,-7.32,-0.54,0.58,831.67,80.48,-7.35,0.55,8.67,7.52,202.66,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Apr","max",3.15,0.74,7.42,4.4,842.78,97.98,0.12,2.4,76.91,23.93,276.5,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Apr","min",-16.79,-21.57,-14.16,0,819.33,53.93,-19.02,0,272.95,0,120.2,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60
"Cassiar Mt","May","mean",3.51,0.57,6.9,0.73,835.35,75.8,-0.72,0.68,6.46,8.81,237.08,NA,NA,NA,NA,NA,NA
"Cassiar Mt","May","max",12.43,9.39,16.77,5.8,843.82,97.41,4.02,2.24,72.94,17.07,357.65,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","May","min",-3.13,-7.19,-0.79,0,826.38,38.13,-7.42,0,282.89,0,74.93,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,62
"Cassiar Mt","Jun","mean",6.81,3.61,10.45,1.34,835.32,77.62,2.8,0.71,2.12,9.26,235.9,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Jun","max",19.04,14.79,22.73,10.2,847.76,99.08,8.77,2.39,89.9,20.22,375.05,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Jun","min",-0.4,-1.56,0.47,0,827.37,41.17,-1.74,0,285.71,0,85.46,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60
"Cassiar Mt","Jul","mean",9.71,6.6,13.34,2.09,841.13,78.92,5.87,0.49,9.08,6.19,208.93,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Jul","max",19.44,15.46,24.1,17.4,851.88,96.88,11.81,2.2,89.2,18,328.75,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Jul","min",1.6,0.52,4.22,0,833.8,47.42,0.86,0,278.63,0,58,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,62
"Cassiar Mt","Aug","mean",9.05,6.34,12.13,2.06,839.17,80.31,5.53,0.66,357.65,6.57,161.56,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Aug","max",19.31,14.94,23.88,34.6,852.73,98.99,9.89,2.71,87.98,17.07,338.24,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Aug","min",0.78,-0.26,1.89,0,828.49,44.9,0.4,0,302.68,0,52.7,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,75,75
"Cassiar Mt","Sep","mean",4.44,2.32,7,3.1,835.91,85.34,2.01,0.27,345.28,3.35,96.18,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Sep","max",15.5,12.82,18.99,21.6,846.6,99.63,8.83,2.52,84.58,17.44,199.42,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Sep","min",-3.77,-4.56,-2.77,0,824.61,54.16,-5,0,279.5,0,18.43,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60
"Cassiar Mt","Oct","mean",-3.58,-5.49,-1.48,0.8,831.49,89.46,-5.24,0.23,357.86,2.75,55.29,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Oct","max",7.59,4.61,11.05,21.2,848.35,98.26,3.02,1.98,83.78,15.77,118.7,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Oct","min",-12.69,-13.7,-11.22,0,807.56,55.33,-13.61,0,271.48,0,16.65,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,62
"Cassiar Mt","Nov","mean",-10.09,-12.52,-7.65,0.03,825.19,88.8,-11.67,0.35,352.35,5.44,21.03,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Nov","max",1.01,-0.82,2.29,1,846.57,97.86,-1.58,2.82,81.59,18.37,47.33,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Nov","min",-24.13,-26.37,-23.04,0,811.27,54.57,-25.88,0,296.7,0,4.57,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60
"Cassiar Mt","Dec","mean",-11.41,-13.74,-8.94,0.09,832.46,81.92,-14.09,0.53,358.65,4.72,10.18,NA,NA,NA,NA,NA,NA
"Cassiar Mt","Dec","max",1.68,0.25,2.96,5.4,847.08,97.44,-0.78,3.19,85.16,21.34,18.58,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Cassiar Mt","Dec","min",-29.89,-31.7,-27.83,0,811.01,48.85,-32.21,0,272.32,0,5.08,Inf,Inf,Inf,Inf,Inf,Inf
"Cassiar Mt","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,62
"Central Plateau Finlay","Jan","mean",-5.73,-9.45,-2.47,1.1,945.09,85.21,-8.03,0.32,343.34,3.2,105.76,NA,NA,NA,NA,25.57,NA
"Central Plateau Finlay","Jan","max",6.65,5.51,8.23,25.6,966.33,100,3.13,1.69,89.8,9.83,213,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","Jan","min",-35.61,-42.09,-29.59,0,908.36,22,-38.13,0,270.26,0,32.29,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","Jan","obs_na",0,0,0,0,0,1,1,0,0,0,0,465,465,465,465,31,465
"Central Plateau Finlay","Feb","mean",-5.97,-10.55,-1.26,0.74,945.86,81.88,-9,0.26,346.33,2.94,144.05,NA,NA,NA,NA,29.62,NA
"Central Plateau Finlay","Feb","max",8.86,3.91,12.9,18,968.66,100,3.62,1.58,88.64,11.69,255.96,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","Feb","min",-27.38,-34.51,-21.77,0,918.21,27.96,-41.21,0,270.19,0,47.17,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","Feb","obs_na",0,0,0,0,0,2,2,0,0,0,0,424,424,424,424,29,424
"Central Plateau Finlay","Mar","mean",-0.61,Inf,-Inf,1.02,943.74,74.31,-5.46,0.31,349.78,-Inf,154.24,NA,NA,NA,NA,22.53,NA
"Central Plateau Finlay","Mar","max",9.49,Inf,21.29,17.6,965.08,100,6,1.5,89.89,11.69,276.71,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","Mar","min",-22.97,-35.05,-Inf,0,914.78,35.04,-31.48,0,270.66,-Inf,1,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","Mar","obs_na",30,0,0,30,30,38,38,30,30,0,0,465,465,465,465,61,465
"Central Plateau Finlay","Apr","mean",4.12,Inf,-Inf,1.09,944.58,68.32,-2.72,0.33,358.74,-Inf,165.97,NA,NA,NA,NA,22.9,NA
"Central Plateau Finlay","Apr","max",17.15,Inf,26.09,22.4,960.68,100,9.28,1.21,89.73,7.05,343.67,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","Apr","min",-9.17,-17.86,-Inf,0,918.9,23.42,-23.04,0.02,272.11,-Inf,1,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","Apr","obs_na",60,0,0,60,60,63,63,60,60,0,0,444,444,444,444,90,444
"Central Plateau Finlay","May","mean",10.56,Inf,-Inf,1.44,944.99,69.48,3.4,0.29,352.19,-Inf,217.31,NA,NA,NA,NA,28.74,NA
"Central Plateau Finlay","May","max",19.63,Inf,29.54,19.8,960.35,100,12.57,0.9,89.68,6.68,425,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","May","min",2.13,-5.31,-Inf,0,926.93,21.25,-20.8,0,270.14,-Inf,1,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","May","obs_na",27,0,0,34,27,30,30,27,27,0,0,434,434,434,434,58,434
"Central Plateau Finlay","Jun","mean",13.75,6.86,20.84,1.94,944.08,71.94,7.6,0.27,353.4,3.34,263.63,NA,NA,NA,NA,30.53,NA
"Central Plateau Finlay","Jun","max",27.3,17.11,38.59,31,956.51,100,18.33,0.86,89.2,7.61,450.12,-Inf,-Inf,-Inf,-Inf,98.43,-Inf
"Central Plateau Finlay","Jun","min",5.98,-0.15,7.89,0,929.31,43.02,-1.72,0,275.99,1.3,149.71,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","Jun","obs_na",0,0,0,43,7,0,0,0,0,0,0,420,420,420,420,24,420
"Central Plateau Finlay","Jul","mean",16.07,9.29,23.56,1.92,946.29,74.84,10.51,0.21,353.46,2.95,247.38,NA,NA,NA,NA,34.63,NA
"Central Plateau Finlay","Jul","max",23.47,15.82,35.08,27,958.1,100,15.97,0.67,88.85,7.42,428.29,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","Jul","min",9.21,1.17,10.12,0,934.83,41.98,1.49,0,271.41,0.37,131.54,Inf,Inf,Inf,Inf,0.2,Inf
"Central Plateau Finlay","Jul","obs_na",0,0,0,54,31,0,0,0,0,0,0,463,463,463,463,23,463
"Central Plateau Finlay","Aug","mean",15.16,8.68,22.98,1.44,945.41,76.85,10.15,0.2,353.82,2.96,209.83,NA,NA,NA,NA,36.44,NA
"Central Plateau Finlay","Aug","max",22.41,17.53,34.73,26.6,958.19,99.42,17.35,0.66,87.21,6.86,342.5,-Inf,-Inf,-Inf,-Inf,94.58,-Inf
"Central Plateau Finlay","Aug","min",7.57,2.03,9.82,0,929.96,48.85,2.53,0,277.4,0.19,85.83,Inf,Inf,Inf,Inf,0.27,Inf
"Central Plateau Finlay","Aug","obs_na",0,0,0,22,31,0,0,0,0,0,0,487,487,487,487,22,487
"Central Plateau Finlay","Sep","mean",10.21,4.79,17.13,1.49,945.71,83.57,6.98,0.22,351.5,3.07,179.47,NA,NA,NA,NA,48.4,NA
"Central Plateau Finlay","Sep","max",20.6,12,30.31,21,964.05,100,14.38,0.96,89.96,8.72,299.38,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","Sep","min",0.9,-4.96,6.1,0,919.28,40.79,-5.08,0,271.54,0.37,93.04,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","Sep","obs_na",0,0,0,0,30,0,0,0,0,0,0,480,480,480,480,30,480
"Central Plateau Finlay","Oct","mean",4.54,0.07,9.55,1.49,945.03,83.52,1.46,0.3,351.76,3.51,153.94,NA,NA,NA,NA,40.88,NA
"Central Plateau Finlay","Oct","max",16.28,12.17,24.79,21.8,964.75,100,11.07,1.45,89.85,10.95,249.96,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","Oct","min",-12.77,-18.05,-8.38,0,920.62,26.88,-21.55,0,270.02,0.56,64,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","Oct","obs_na",0,0,0,0,31,2,2,0,0,0,0,488,488,488,488,31,488
"Central Plateau Finlay","Nov","mean",-1.14,-4.43,1.94,1.47,943.47,86.4,-3.45,0.36,342.37,-Inf,121.09,NA,NA,NA,NA,37.25,NA
"Central Plateau Finlay","Nov","max",14.18,10.03,18.75,37.4,965.68,100,6.95,1.48,89.85,10.39,229.25,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","Nov","min",-27.13,-31.55,-21.67,0,917.85,28.06,-29.01,0,271.6,-Inf,2.5,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","Nov","obs_na",0,0,0,0,18,0,0,13,0,0,0,450,450,450,450,30,450
"Central Plateau Finlay","Dec","mean",-7,-10.61,-3.97,0.66,944.9,86.06,-9.08,0.27,348.9,2.75,91.97,NA,NA,NA,NA,21.11,NA
"Central Plateau Finlay","Dec","max",7.99,5.4,11.83,41.4,974.52,100,2.98,1.62,88.98,9.83,196.04,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","Dec","min",-33.76,-40.82,-28.05,0,917.35,20.02,-36.52,0,270.9,0,34.79,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","Dec","obs_na",0,0,0,0,0,3,3,0,0,0,0,465,465,465,465,31,465
"Chapman","Jan","mean",-9.97,-15.17,-5.48,0.69,917.17,91.71,-11.11,0.03,19.11,1.67,15.92,0.29,0.22,0.28,10.68,NA,NA
"Chapman","Jan","max",1.44,-1.73,6.36,7.2,932.23,99.86,-0.5,0.29,87.48,9.06,32.9,0.29,0.23,0.29,14.64,-Inf,-Inf
"Chapman","Jan","min",-28.11,-35.1,-22.89,0,898.3,75.78,-30.14,0,273.95,0,3.47,0.29,0.21,0.28,0.16,Inf,Inf
"Chapman","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
"Chapman","Feb","mean",-5.06,-10.73,0.52,1.66,920.8,82.15,-7.85,0.17,12.13,4.93,45.55,0.38,0.26,0.37,15.26,NA,NA
"Chapman","Feb","max",4.25,1.56,8.17,19,936.54,95.69,2.16,0.84,79.21,11.58,91.24,0.5,0.28,0.5,15.71,-Inf,-Inf
"Chapman","Feb","min",-19.59,-32.07,-14.47,0,908.2,62.65,-23.94,0,272.16,0,11.66,0.29,0.22,0.28,14.7,Inf,Inf
"Chapman","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
"Chapman","Mar","mean",-0.27,-6.08,5.82,0.44,916.45,75.57,-4.65,0.16,4.57,5.11,110.52,0.41,0.29,0.38,17.02,NA,NA
"Chapman","Mar","max",4.9,1.26,11.47,3.4,932.31,97.03,2.28,0.48,86.27,9.56,186.03,0.53,0.39,0.51,17.93,-Inf,-Inf
"Chapman","Mar","min",-6.54,-16.37,1.24,0,904.77,57.88,-13.56,0,272.53,2.52,53.52,0.35,0.26,0.32,15.76,Inf,Inf
"Chapman","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
"Chapman","Apr","mean",-0.57,-7.48,5.8,0.99,915.38,68.24,-6.55,0.29,355.66,5.77,172.41,0.54,0.45,0.52,18.98,NA,NA
"Chapman","Apr","max",5.05,0.02,12.15,13.6,927.5,96.28,0.59,1.34,86.97,9.06,262.12,0.55,0.55,0.53,19.54,-Inf,-Inf
"Chapman","Apr","min",-7.65,-17.55,-2.8,0,891.85,42.52,-18.39,0,271.66,3.02,57.75,0.53,0.36,0.51,17.99,Inf,Inf
"Chapman","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
"Chapman","May","mean",5.69,-1.11,11.78,1.39,914.71,70.52,-0.09,0.27,22.67,5.83,183.16,0.54,0.49,0.53,23.67,NA,NA
"Chapman","May","max",11.93,3.75,20.63,12.2,928.57,90.74,5.58,0.76,88.39,10.57,323.69,0.55,0.56,0.54,26.26,-Inf,-Inf
"Chapman","May","min",2.14,-5.48,5.62,0,905.63,47.5,-4.46,0,270.38,2.52,81.13,0.51,0.41,0.51,19.22,Inf,Inf
"Chapman","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
"Chapman","Jun","mean",11.76,3.69,18.75,2.62,917.26,71.39,5.81,0.27,20.23,5.49,223.92,0.48,0.39,0.5,27.12,NA,NA
"Chapman","Jun","max",17.97,11.73,27.97,14.8,927.96,94.8,12.27,0.84,87.67,7.05,336.3,0.52,0.45,0.53,28.25,-Inf,-Inf
"Chapman","Jun","min",6.91,-3.21,10.64,0,906.72,56.55,0.67,0.02,272.01,3.52,55.72,0.39,0.32,0.38,26.07,Inf,Inf
"Chapman","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
"Chapman","Jul","mean",14.1,5.72,21.46,2.44,919.94,73.69,8.57,0.24,13.28,5.22,220.65,0.33,0.29,0.33,21.53,NA,NA
